word,pos,tag,desc
suckable,ADJ,JJ,"adjective or numeral, ordinal"
authoritarians,NOUN,NNS,"noun, common, plural"
cheapening,VERB,VBG,"verb, present participle or gerund"
misspelt,NOUN,NN,"noun, common, singular or mass"
creamier,ADJ,JJR,"adjective, comparative"
distributivity,NOUN,NN,"noun, common, singular or mass"
hogged,VERB,VBN,"verb, past participle"
mullions,NOUN,NNS,"noun, common, plural"
enraging,VERB,VBG,"verb, present participle or gerund"
insanitary,ADJ,JJ,"adjective or numeral, ordinal"
ennoble,ADV,RB,adverb
unsought,ADJ,JJ,"adjective or numeral, ordinal"
egomania,NOUN,NN,"noun, common, singular or mass"
palsied,VERB,VBN,"verb, past participle"
profanation,NOUN,NN,"noun, common, singular or mass"
minimalists,NOUN,NNS,"noun, common, plural"
mistranslated,VERB,VBN,"verb, past participle"
rectifies,NOUN,NNS,"noun, common, plural"
cruellest,ADJ,JJS,"adjective, superlative"
smilers,NOUN,NNS,"noun, common, plural"
apeman,NOUN,NN,"noun, common, singular or mass"
behaviourist,NOUN,NN,"noun, common, singular or mass"
imprecations,NOUN,NNS,"noun, common, plural"
virtuously,ADV,RB,adverb
inconceivably,ADV,RB,adverb
colourants,NOUN,NNS,"noun, common, plural"
slavering,VERB,VBG,"verb, present participle or gerund"
washbasins,VERB,VBZ,"verb, present tense, 3rd person singular"
corncrake,NOUN,NN,"noun, common, singular or mass"
assiduity,NOUN,NN,"noun, common, singular or mass"
dimmest,ADJ,JJS,"adjective, superlative"
obscurantism,NOUN,NN,"noun, common, singular or mass"
carnality,NOUN,NN,"noun, common, singular or mass"
unbalancing,VERB,VBG,"verb, present participle or gerund"
expunging,VERB,VBG,"verb, present participle or gerund"
lilliputian,ADJ,JJ,"adjective or numeral, ordinal"
murderess,NOUN,NN,"noun, common, singular or mass"
interspersing,VERB,VBG,"verb, present participle or gerund"
whop,NOUN,NN,"noun, common, singular or mass"
significations,NOUN,NNS,"noun, common, plural"
wheezed,VERB,VBN,"verb, past participle"
streakers,NOUN,NNS,"noun, common, plural"
deftness,NOUN,NN,"noun, common, singular or mass"
anginal,ADJ,JJ,"adjective or numeral, ordinal"
lengthways,NOUN,NNS,"noun, common, plural"
forded,VERB,VBN,"verb, past participle"
atavism,NOUN,NN,"noun, common, singular or mass"
emasculate,VERB,VB,"verb, base form"
abominably,ADV,RB,adverb
geometers,NOUN,NNS,"noun, common, plural"
undulated,ADJ,JJ,"adjective or numeral, ordinal"
stupendously,ADV,RB,adverb
enervating,VERB,VBG,"verb, present participle or gerund"
tumults,NOUN,NNS,"noun, common, plural"
concertgoers,NOUN,NNS,"noun, common, plural"
unlikeliest,ADJ,JJS,"adjective, superlative"
spuriously,ADV,RB,adverb
squanders,NOUN,NNS,"noun, common, plural"
singlehanded,VERB,VBD,"verb, past tense"
ranters,NOUN,NNS,"noun, common, plural"
forswear,ADJ,JJ,"adjective or numeral, ordinal"
whinny,NOUN,NN,"noun, common, singular or mass"
astuteness,NOUN,NN,"noun, common, singular or mass"
breadline,NOUN,NN,"noun, common, singular or mass"
canonic,ADJ,JJ,"adjective or numeral, ordinal"
fortuneteller,ADJ,JJR,"adjective, comparative"
unbridgeable,ADJ,JJ,"adjective or numeral, ordinal"
darkish,ADJ,JJ,"adjective or numeral, ordinal"
wrangles,NOUN,NNS,"noun, common, plural"
knifepoint,NOUN,NN,"noun, common, singular or mass"
bungler,ADV,RBR,"adverb, comparative"
changeability,NOUN,NN,"noun, common, singular or mass"
moistness,ADJ,JJ,"adjective or numeral, ordinal"
petrify,VERB,VB,"verb, base form"
giddily,ADV,RB,adverb
industriousness,ADJ,JJ,"adjective or numeral, ordinal"
myxomatosis,NOUN,NN,"noun, common, singular or mass"
tumbledown,VERB,VBN,"verb, past participle"
solenoidal,ADJ,JJ,"adjective or numeral, ordinal"
copyable,ADJ,JJ,"adjective or numeral, ordinal"
vicinities,NOUN,NNS,"noun, common, plural"
rankle,NOUN,NN,"noun, common, singular or mass"
unseal,ADJ,JJ,"adjective or numeral, ordinal"
sweetish,NOUN,NN,"noun, common, singular or mass"
coprocessors,NOUN,NNS,"noun, common, plural"
unreformed,ADJ,JJ,"adjective or numeral, ordinal"
undeservedly,ADV,RB,adverb
husked,VERB,VBN,"verb, past participle"
peelings,NOUN,NNS,"noun, common, plural"
obscurantist,ADJ,JJ,"adjective or numeral, ordinal"
fivers,NOUN,NNS,"noun, common, plural"
promisingly,ADV,RB,adverb
misinform,VERB,VB,"verb, base form"
demystification,NOUN,NN,"noun, common, singular or mass"
reburied,ADJ,JJ,"adjective or numeral, ordinal"
roves,VERB,VBZ,"verb, present tense, 3rd person singular"
horrifyingly,ADV,RB,adverb
trundling,VERB,VBG,"verb, present participle or gerund"
declaimed,VERB,VBD,"verb, past tense"
preciseness,NOUN,NN,"noun, common, singular or mass"
fifes,NOUN,NNS,"noun, common, plural"
unarticulated,ADJ,JJ,"adjective or numeral, ordinal"
leniently,ADV,RB,adverb
reprobates,NOUN,NNS,"noun, common, plural"
tearless,NOUN,NN,"noun, common, singular or mass"
encashment,ADJ,JJ,"adjective or numeral, ordinal"
basely,ADV,RB,adverb
absoluteness,NOUN,NN,"noun, common, singular or mass"
improvisatory,NOUN,NN,"noun, common, singular or mass"
chunnel,NOUN,NN,"noun, common, singular or mass"
sating,VERB,VBG,"verb, present participle or gerund"
reran,VERB,VBD,"verb, past tense"
icily,ADV,RB,adverb
parallelepiped,VERB,VBN,"verb, past participle"
mystifies,NOUN,NNS,"noun, common, plural"
ogled,VERB,VBD,"verb, past tense"
exhuming,VERB,VBG,"verb, present participle or gerund"
unmodifiable,ADJ,JJ,"adjective or numeral, ordinal"
teemed,VERB,VBN,"verb, past participle"
bipeds,VERB,VBZ,"verb, present tense, 3rd person singular"
preternaturally,ADV,RB,adverb
outrank,ADJ,JJ,"adjective or numeral, ordinal"
tackiness,NOUN,NN,"noun, common, singular or mass"
shadowless,NOUN,NN,"noun, common, singular or mass"
fornicators,NOUN,NNS,"noun, common, plural"
dishpan,NOUN,NN,"noun, common, singular or mass"
bookstall,NOUN,NN,"noun, common, singular or mass"
hipbone,NOUN,NN,"noun, common, singular or mass"
adulterate,VERB,VB,"verb, base form"
haranguing,VERB,VBG,"verb, present participle or gerund"
quaintness,NOUN,NN,"noun, common, singular or mass"
kleptomaniac,NOUN,NN,"noun, common, singular or mass"
stoical,ADJ,JJ,"adjective or numeral, ordinal"
liniments,NOUN,NNS,"noun, common, plural"
aptness,NOUN,NN,"noun, common, singular or mass"
discreditable,ADJ,JJ,"adjective or numeral, ordinal"
refluxed,VERB,VBN,"verb, past participle"
unseeing,VERB,VBG,"verb, present participle or gerund"
connived,VERB,VBN,"verb, past participle"
bootees,NOUN,NNS,"noun, common, plural"
derisory,ADJ,JJ,"adjective or numeral, ordinal"
portraitist,NOUN,NN,"noun, common, singular or mass"
acquitting,VERB,VBG,"verb, present participle or gerund"
palaeontologists,NOUN,NNS,"noun, common, plural"
fainthearted,VERB,VBN,"verb, past participle"
perverseness,ADJ,JJ,"adjective or numeral, ordinal"
launderettes,NOUN,NNS,"noun, common, plural"
allays,NOUN,NNS,"noun, common, plural"
megatons,NOUN,NNS,"noun, common, plural"
abdicates,VERB,VBZ,"verb, present tense, 3rd person singular"
disconcertingly,ADV,RB,adverb
unnerve,VERB,VB,"verb, base form"
plights,NOUN,NNS,"noun, common, plural"
latticed,VERB,VBN,"verb, past participle"
parallaxes,NOUN,NNS,"noun, common, plural"
pleadingly,ADV,RB,adverb
busying,VERB,VBG,"verb, present participle or gerund"
jaywalker,NOUN,NN,"noun, common, singular or mass"
unquantified,ADJ,JJ,"adjective or numeral, ordinal"
senoritas,NOUN,NNS,"noun, common, plural"
gaud,NOUN,NN,"noun, common, singular or mass"
reassertion,NOUN,NN,"noun, common, singular or mass"
cudgels,NOUN,NNS,"noun, common, plural"
groaner,NOUN,NN,"noun, common, singular or mass"
circumnavigated,VERB,VBN,"verb, past participle"
glimpsing,VERB,VBG,"verb, present participle or gerund"
chorused,VERB,VBN,"verb, past participle"
waffled,VERB,VBN,"verb, past participle"
implausibility,NOUN,NN,"noun, common, singular or mass"
witchdoctor,NOUN,NN,"noun, common, singular or mass"
limpets,NOUN,NNS,"noun, common, plural"
porphyritic,ADJ,JJ,"adjective or numeral, ordinal"
soldierly,ADV,RB,adverb
uprate,VERB,VB,"verb, base form"
antiparticles,NOUN,NNS,"noun, common, plural"
catalysing,VERB,VBG,"verb, present participle or gerund"
warpaint,VERB,VB,"verb, base form"
exhalations,NOUN,NNS,"noun, common, plural"
foreshortening,VERB,VBG,"verb, present participle or gerund"
knifing,VERB,VBG,"verb, present participle or gerund"
molts,NOUN,NNS,"noun, common, plural"
racialism,NOUN,NN,"noun, common, singular or mass"
perquisite,VERB,VB,"verb, base form"
aftereffect,VERB,VB,"verb, base form"
rapturously,ADV,RB,adverb
forelock,NOUN,NN,"noun, common, singular or mass"
esteems,VERB,VBZ,"verb, present tense, 3rd person singular"
dispersers,NOUN,NNS,"noun, common, plural"
agonised,VERB,VBN,"verb, past participle"
linearised,VERB,VBD,"verb, past tense"
gormless,NOUN,NN,"noun, common, singular or mass"
narratology,NOUN,NN,"noun, common, singular or mass"
annuls,NOUN,NNS,"noun, common, plural"
harems,NOUN,NNS,"noun, common, plural"
jauntily,ADV,RB,adverb
declivity,NOUN,NN,"noun, common, singular or mass"
aggravations,NOUN,NNS,"noun, common, plural"
nursemaid,VERB,VBN,"verb, past participle"
pasturing,VERB,VBG,"verb, present participle or gerund"
coulombs,VERB,VBZ,"verb, present tense, 3rd person singular"
yens,NOUN,NNS,"noun, common, plural"
reburial,NOUN,NN,"noun, common, singular or mass"
reviling,VERB,VBG,"verb, present participle or gerund"
manoeuvrable,ADJ,JJ,"adjective or numeral, ordinal"
jaunted,VERB,VBD,"verb, past tense"
yodelling,VERB,VBG,"verb, present participle or gerund"
brandishes,NOUN,NNS,"noun, common, plural"
conjoin,NOUN,NN,"noun, common, singular or mass"
lording,VERB,VBG,"verb, present participle or gerund"
bitingly,ADV,RB,adverb
disenfranchising,VERB,VBG,"verb, present participle or gerund"
garlanded,ADJ,JJ,"adjective or numeral, ordinal"
abjectly,ADV,RB,adverb
assonance,NOUN,NN,"noun, common, singular or mass"
forebear,VERB,VB,"verb, base form"
sticklebacks,VERB,VBZ,"verb, present tense, 3rd person singular"
bantered,VERB,VBD,"verb, past tense"
abstainers,NOUN,NNS,"noun, common, plural"
fussiness,VERB,VB,"verb, base form"
cavalrymen,NOUN,NNS,"noun, common, plural"
demobilised,VERB,VBD,"verb, past tense"
heavyduty,NOUN,NN,"noun, common, singular or mass"
buttering,VERB,VBG,"verb, present participle or gerund"
hornpipes,NOUN,NNS,"noun, common, plural"
spandrels,VERB,VBZ,"verb, present tense, 3rd person singular"
telegraphing,VERB,VBG,"verb, present participle or gerund"
archly,ADV,RB,adverb
statesmanlike,ADJ,JJ,"adjective or numeral, ordinal"
judiciaries,NOUN,NNS,"noun, common, plural"
strongmen,NOUN,NNS,"noun, common, plural"
manuring,VERB,VBG,"verb, present participle or gerund"
gunwales,NOUN,NNS,"noun, common, plural"
falsities,NOUN,NNS,"noun, common, plural"
parasitical,ADJ,JJ,"adjective or numeral, ordinal"
commonness,NOUN,NN,"noun, common, singular or mass"
dunghill,VERB,VB,"verb, base form"
haberdashers,NOUN,NNS,"noun, common, plural"
declaim,VERB,VB,"verb, base form"
pharmacologists,NOUN,NNS,"noun, common, plural"
snooped,VERB,VBN,"verb, past participle"
contorting,VERB,VBG,"verb, present participle or gerund"
bucklers,NOUN,NNS,"noun, common, plural"
emigres,VERB,VBZ,"verb, present tense, 3rd person singular"
complexioned,VERB,VBN,"verb, past participle"
barky,NOUN,NN,"noun, common, singular or mass"
bilges,NOUN,NNS,"noun, common, plural"
crisped,VERB,VBN,"verb, past participle"
stouter,NOUN,NN,"noun, common, singular or mass"
conformism,NOUN,NN,"noun, common, singular or mass"
wardship,NOUN,NN,"noun, common, singular or mass"
wiling,VERB,VBG,"verb, present participle or gerund"
unpractical,ADJ,JJ,"adjective or numeral, ordinal"
declinations,NOUN,NNS,"noun, common, plural"
unlikeable,ADJ,JJ,"adjective or numeral, ordinal"
pirouettes,NOUN,NNS,"noun, common, plural"
liveried,VERB,VBD,"verb, past tense"
outworking,VERB,VBG,"verb, present participle or gerund"
crudity,NOUN,NN,"noun, common, singular or mass"
alertly,ADV,RB,adverb
ablate,NOUN,NN,"noun, common, singular or mass"
disfavour,NOUN,NN,"noun, common, singular or mass"
genially,ADV,RB,adverb
polecats,NOUN,NNS,"noun, common, plural"
vortexes,NOUN,NNS,"noun, common, plural"
modish,ADJ,JJ,"adjective or numeral, ordinal"
abusively,ADV,RB,adverb
balletic,ADJ,JJ,"adjective or numeral, ordinal"
oddjob,VERB,VB,"verb, base form"
pertinently,ADV,RB,adverb
volleying,VERB,VBG,"verb, present participle or gerund"
esoterically,ADV,RB,adverb
ricocheting,VERB,VBG,"verb, present participle or gerund"
careering,VERB,VBG,"verb, present participle or gerund"
thenceforward,NOUN,NN,"noun, common, singular or mass"
freelances,NOUN,NNS,"noun, common, plural"
baptise,ADJ,JJ,"adjective or numeral, ordinal"
inexcusably,ADV,RB,adverb
moaners,NOUN,NNS,"noun, common, plural"
recalcitrance,NOUN,NN,"noun, common, singular or mass"
decrepitude,VERB,VB,"verb, base form"
intuitiveness,NOUN,NN,"noun, common, singular or mass"
effluvia,VERB,VBZ,"verb, present tense, 3rd person singular"
shoreward,ADV,RB,adverb
historicist,NOUN,NN,"noun, common, singular or mass"
unionisation,NOUN,NN,"noun, common, singular or mass"
muddles,NOUN,NNS,"noun, common, plural"
figurer,NOUN,NN,"noun, common, singular or mass"
suggestible,ADJ,JJ,"adjective or numeral, ordinal"
frenzies,NOUN,NNS,"noun, common, plural"
grimness,NOUN,NN,"noun, common, singular or mass"
acquiescent,NOUN,NN,"noun, common, singular or mass"
polymorphous,ADJ,JJ,"adjective or numeral, ordinal"
meditatively,ADV,RB,adverb
blasphemers,NOUN,NNS,"noun, common, plural"
sinecure,NOUN,NN,"noun, common, singular or mass"
houseflies,NOUN,NNS,"noun, common, plural"
rubbished,VERB,VBN,"verb, past participle"
unfed,ADJ,JJ,"adjective or numeral, ordinal"
internuclear,NOUN,NN,"noun, common, singular or mass"
technophiles,NOUN,NNS,"noun, common, plural"
fibbing,VERB,VBG,"verb, present participle or gerund"
abbreviates,VERB,VBZ,"verb, present tense, 3rd person singular"
mishandles,NOUN,NNS,"noun, common, plural"
underrate,ADJ,JJ,"adjective or numeral, ordinal"
merrymaking,VERB,VBG,"verb, present participle or gerund"
bogglingly,ADV,RB,adverb
pardonable,ADJ,JJ,"adjective or numeral, ordinal"
fluffier,ADJ,JJR,"adjective, comparative"
bided,VERB,VBN,"verb, past participle"
vends,NOUN,NNS,"noun, common, plural"
refocuses,NOUN,NNS,"noun, common, plural"
flighted,VERB,VBD,"verb, past tense"
importable,ADJ,JJ,"adjective or numeral, ordinal"
beggary,NOUN,NN,"noun, common, singular or mass"
pleasantest,ADJ,JJ,"adjective or numeral, ordinal"
fettle,NOUN,NN,"noun, common, singular or mass"
mimed,VERB,VBD,"verb, past tense"
overcompensate,VERB,VB,"verb, base form"
extroverts,NOUN,NNS,"noun, common, plural"
dipsticks,NOUN,NNS,"noun, common, plural"
regularise,VERB,VB,"verb, base form"
gashed,VERB,VBN,"verb, past participle"
predefine,NOUN,NN,"noun, common, singular or mass"
festered,VERB,VBN,"verb, past participle"
renormalisation,NOUN,NN,"noun, common, singular or mass"
tocsin,NOUN,NN,"noun, common, singular or mass"
forecourts,NOUN,NNS,"noun, common, plural"
vegetational,ADJ,JJ,"adjective or numeral, ordinal"
disingenuously,ADV,RB,adverb
palpate,NOUN,NN,"noun, common, singular or mass"
reconverted,VERB,VBD,"verb, past tense"
subsidises,NOUN,NNS,"noun, common, plural"
mistype,NOUN,NN,"noun, common, singular or mass"
absorptivity,NOUN,NN,"noun, common, singular or mass"
tailplane,VERB,VB,"verb, base form"
broadness,NOUN,NN,"noun, common, singular or mass"
syllabary,NOUN,NN,"noun, common, singular or mass"
paunchy,NOUN,NN,"noun, common, singular or mass"
esquires,NOUN,NNS,"noun, common, plural"
spitefully,ADV,RB,adverb
perking,VERB,VBG,"verb, present participle or gerund"
bricking,VERB,VBG,"verb, present participle or gerund"
hexagrams,NOUN,NNS,"noun, common, plural"
landowning,VERB,VBG,"verb, present participle or gerund"
imprisonments,NOUN,NNS,"noun, common, plural"
despond,NOUN,NN,"noun, common, singular or mass"
pustule,NOUN,NN,"noun, common, singular or mass"
brocaded,VERB,VBD,"verb, past tense"
forwardness,NOUN,NN,"noun, common, singular or mass"
drawling,VERB,VBG,"verb, present participle or gerund"
vamping,VERB,VBG,"verb, present participle or gerund"
intuited,VERB,VBD,"verb, past tense"
weedkiller,NOUN,NN,"noun, common, singular or mass"
unlawfulness,NOUN,NN,"noun, common, singular or mass"
testily,ADV,RB,adverb
insensitively,ADV,RB,adverb
disapprovingly,ADV,RB,adverb
decelerates,NOUN,NNS,"noun, common, plural"
unfasten,ADV,RB,adverb
closable,ADJ,JJ,"adjective or numeral, ordinal"
numbly,ADV,RB,adverb
precocity,NOUN,NN,"noun, common, singular or mass"
coalesces,NOUN,NNS,"noun, common, plural"
gumming,VERB,VBG,"verb, present participle or gerund"
spasmodically,ADV,RB,adverb
integrationist,ADJ,JJ,"adjective or numeral, ordinal"
tectonically,ADV,RB,adverb
slouches,NOUN,NNS,"noun, common, plural"
resignedly,ADV,RB,adverb
fornicate,NOUN,NN,"noun, common, singular or mass"
goalmouth,NOUN,NN,"noun, common, singular or mass"
festoons,NOUN,NNS,"noun, common, plural"
allegorically,ADV,RB,adverb
buttressing,VERB,VBG,"verb, present participle or gerund"
pottering,VERB,VBG,"verb, present participle or gerund"
familiarised,VERB,VBN,"verb, past participle"
countability,NOUN,NN,"noun, common, singular or mass"
prophylactics,NOUN,NNS,"noun, common, plural"
femaleness,NOUN,NN,"noun, common, singular or mass"
lonelier,ADJ,JJR,"adjective, comparative"
plunderers,NOUN,NNS,"noun, common, plural"
reroutes,VERB,VBZ,"verb, present tense, 3rd person singular"
tibiae,NOUN,NN,"noun, common, singular or mass"
hanggliding,VERB,VBG,"verb, present participle or gerund"
partings,VERB,VBZ,"verb, present tense, 3rd person singular"
enunciating,VERB,VBG,"verb, present participle or gerund"
racialist,ADJ,JJ,"adjective or numeral, ordinal"
wordiness,NOUN,NN,"noun, common, singular or mass"
demonise,NOUN,NN,"noun, common, singular or mass"
bleakly,ADV,RB,adverb
incautious,ADJ,JJ,"adjective or numeral, ordinal"
luxuriance,NOUN,NN,"noun, common, singular or mass"
homosexually,ADV,RB,adverb
millenarian,ADJ,JJ,"adjective or numeral, ordinal"
reactivates,NOUN,NNS,"noun, common, plural"
personifications,NOUN,NNS,"noun, common, plural"
inflowing,VERB,VBG,"verb, present participle or gerund"
ichneumon,NOUN,NN,"noun, common, singular or mass"
creditably,ADV,RB,adverb
impressiveness,NOUN,NN,"noun, common, singular or mass"
impracticability,NOUN,NN,"noun, common, singular or mass"
laths,NOUN,NNS,"noun, common, plural"
murderously,ADV,RB,adverb
gruesomely,ADV,RB,adverb
deify,ADJ,JJ,"adjective or numeral, ordinal"
presumable,ADJ,JJ,"adjective or numeral, ordinal"
unpersuaded,VERB,VBN,"verb, past participle"
breezily,ADV,RB,adverb
augite,ADV,RB,adverb
sculptress,NOUN,NN,"noun, common, singular or mass"
superabundance,ADJ,JJ,"adjective or numeral, ordinal"
placentae,NOUN,NNS,"noun, common, plural"
showery,NOUN,NN,"noun, common, singular or mass"
babas,NOUN,NN,"noun, common, singular or mass"
humourless,NOUN,NN,"noun, common, singular or mass"
